SCHOOL NAME,LINK TO MENU,API LINK,API MESSAGES,MENU TYPE,,
Methacton High - Methacton School District - PA,https://methacton.nutrislice.com/menu/methacton-high/lunch/2026-03-18,https://methacton.api.nutrislice.com/menu/api/weeks/school/methacton-high/menu-type/lunch/2026/03/01/,https://methacton.api.nutrislice.com/menu/api/messages/school/5601/menu-type/3583/,"3583,","5601,",
Wissahickon High - Wissahickon School District - PA,https://wsdweb.nutrislice.com/menu/wissahickon-high/lunch/2026-03-18,https://wsdweb.api.nutrislice.com/menu/api/weeks/school/wissahickon-high/menu-type/lunch/2026/03/01/,https://wsdweb.api.nutrislice.com/menu/api/messages/school/1555/menu-type/1533/,"1533,","1555,",
Wissahickon Middle - Wissahickon School District - PA,https://wsdweb.nutrislice.com/menu/wissahickon-middle/lunch/2026-03-18,https://wsdweb.api.nutrislice.com/menu/api/weeks/school/wissahickon-middle/menu-type/lunch/2026/03/01/,https://wsdweb.api.nutrislice.com/menu/api/messages/school/1555/menu-type/1533/,"1533,","1555,",
Bangor Area High School - Bangor Area School District - PA,https://bangor.nutrislice.com/menu/bangor-high-school/lunch/2026-03-18,https://bangor.api.nutrislice.com/menu/api/weeks/school/bangor-high-school/menu-type/lunch/2026/03/01/,https://bangor.api.nutrislice.com/menu/api/messages/school/25016/menu-type/2715/,"2715,","25016,",
Bangor Area Middle School - Bangor Area School District - PA,https://bangor.nutrislice.com/menu/bangor-middle-school/breakfast,https://bangor.api.nutrislice.com/menu/api/weeks/school/bangor-middle-school/menu-type/lunch/2026/03/01/,https://bangor.api.nutrislice.com/menu/api/messages/school/25016/menu-type/2715/,"2715,","25016,",
Northampton Area High School - Northampton Area School District - PA,https://nasd.nutrislice.com/menu/northampton-area-high-school/lunch/2026-03-18,https://nasd.api.nutrislice.com/menu/api/weeks/school/northampton-area-high-school/menu-type/lunch/2026/03/01/,https://nasd.api.nutrislice.com/menu/api/messages/school/780/menu-type/99/,"99,","780,",
Northampton Area Middle School - Northampton Area School District - PA,https://nasd.nutrislice.com/menu/northampton-area-middle-school/lunch/2026-03-18,https://nasd.api.nutrislice.com/menu/api/weeks/school/northampton-area-middle-school/menu-type/lunch/2026/03/01/,https://nasd.api.nutrislice.com/menu/api/messages/school/780/menu-type/99/,"99,","780,",
Wilson Area High School - Wilson Area School District - PA,https://wilsonareasd.nutrislice.com/menu/wilson-area-high-school/lunch/2026-03-18,https://wilsonareasd.api.nutrislice.com/menu/api/weeks/school/wilson-area-high-school/menu-type/lunch/2026/03/01/,https://wilsonareasd.api.nutrislice.com/menu/api/messages/school/1379/menu-type/422/,"422,","1379,",
Shamokin Area Middle/High School - Shamokin Area School District - PA,https://shamokinasd.nutrislice.com/menu/shamokin-area-middlehigh-school/lunch/2026-03-18,https://shamokinasd.api.nutrislice.com/menu/api/weeks/school/shamokin-area-middlehigh-school/menu-type/lunch/2026/03/01/,https://shamokinasd.api.nutrislice.com/menu/api/messages/school/1111/menu-type/1161/,"1161,","1111,",
Shikellamy High School - Shikellamy Area School District - PA,https://shikbraves.nutrislice.com/menu/shikellamy-high-school/lunch,https://shikbraves.api.nutrislice.com/menu/api/weeks/school/shikellamy-high-school/menu-type/lunch/2026/03/01/,https://shikbraves.api.nutrislice.com/menu/api/messages/school/6888/menu-type/8517/,"8517,","6888,",
Shikellamy Middle School - Shikellamy Area School District - PA,https://shikbraves.nutrislice.com/menu/shikellamy-middle-school/lunch/2026-03-18,https://shikbraves.api.nutrislice.com/menu/api/weeks/school/shikellamy-middle-school/menu-type/lunch/2026/03/01/,https://shikbraves.api.nutrislice.com/menu/api/messages/school/6888/menu-type/8517/,"8517,","6888,",
Susquenita High - Susquenita - PA,https://susq.nutrislice.com/menu/susquenita-hs/high-school-lunch/2026-03-18,https://susq.api.nutrislice.com/menu/api/weeks/school/susquenita-hs/menu-type/high-school-lunch/2026/03/01/,https://susq.api.nutrislice.com/menu/api/messages/school/145/menu-type/263/,"263,","145,",
Susquenita Middle - Susquenita - PA,https://susq.nutrislice.com/menu/susquenita-ms/middle-school-lunch/2026-03-18,https://susq.api.nutrislice.com/menu/api/weeks/school/susquenita-ms/menu-type/middle-school-lunch/2026/03/01/,https://susq.api.nutrislice.com/menu/api/messages/school/145/menu-type/263/,"261,","145,",
Windber Area High School - Windber Area School District - PA,https://windberschools.nutrislice.com/menu/windber-area-high-school/lunch/2026-03-18,https://windberschools.api.nutrislice.com/menu/api/weeks/school/windber-area-high-school/menu-type/lunch/2026/03/01/,https://windberschools.api.nutrislice.com/menu/api/messages/school/3246/menu-type/2861/,"2861,","3246,",
Sullivan County High - Sullivan County School District - PA,https://sulcosd.nutrislice.com/menu/sullivan-county-high/lunch/2026-03-18,https://sulcosd.api.nutrislice.com/menu/api/weeks/school/sullivan-county-high/menu-type/lunch/2026/03/01/,https://sulcosd.api.nutrislice.com/menu/api/messages/school/1052/menu-type/1141/,"1141,","1052,",
Montrose Area Jr/Sr High School - Montrose Area School District - PA,https://montrosearea.nutrislice.com/menu/montrose-area-jrsr-high-school/lunch/2026-03-18,https://montrosearea.api.nutrislice.com/menu/api/weeks/school/montrose-area-jrsr-high-school/menu-type/lunch/2026/03/01/,https://montrosearea.api.nutrislice.com/menu/api/messages/school/6439/menu-type/6956/,"6956,","6439,",
Yough High School - Yough School District - PA,https://youghsd.nutrislice.com/menu/yough-high-school/lunch/2026-03-18,https://youghsd.api.nutrislice.com/menu/api/weeks/school/yough-high-school/menu-type/lunch/2026/03/01/,https://youghsd.api.nutrislice.com/menu/api/messages/school/1426/menu-type/1342/,"1342,","1426,",
Yough Intermediate Middle School - Yough School District - PA,https://youghsd.nutrislice.com/menu/yough-intermediate-middle-school,https://youghsd.api.nutrislice.com/menu/api/weeks/school/yough-intermediate-middle-school/menu-type/lunch/2026/03/01/,https://youghsd.api.nutrislice.com/menu/api/messages/school/1426/menu-type/1342/,"1342,","1426,",
South Eastern Middle School - South Eastern School District - PA,https://sesdweb.nutrislice.com/menu/kennard-dale-high-school/lunch/2026-03-18,https://sesdweb.api.nutrislice.com/menu/api/weeks/school/kennard-dale-high-school/menu-type/lunch/2026/03/01/,https://sesdweb.api.nutrislice.com/menu/api/messages/school/3887/menu-type/1264/,1264],3887],
